"","yearly_id","cluster"
"4030","2021_00-0035607","Cluster 8"
"4031","2021_00-0035933","Cluster 8"
"4032","2021_00-0035944","Cluster 8"
"4033","2021_00-0036903","Cluster 8"
"4034","2021_00-0027940","Cluster 11"
"4035","2021_00-0033072","Cluster 11"
"4036","2021_00-0034807","Cluster 7"
"4037","2021_00-0034812","Cluster 1"
"4038","2021_00-0035591","Cluster 7"
"4039","2021_00-0035617","Cluster 4"
"4040","2021_00-0036419","Cluster 7"
"4041","2021_00-0036994","Cluster 1"
"4042","2021_00-0036863","Cluster 7"
"4043","2021_00-0028224","Cluster 6"
"4044","2021_00-0032772","Cluster 3"
"4045","2021_00-0034903","Cluster 2"
"4046","2021_00-0033697","Cluster 6"
"4047","2021_00-0034790","Cluster 9"
"4048","2021_00-0034388","Cluster 3"
"4049","2021_00-0034111","Cluster 5"
"4050","2021_00-0035677","Cluster 9"
"4051","2021_00-0035542","Cluster 5"
"4052","2021_00-0036380","Cluster 2"
"4053","2021_00-0035862","Cluster 3"
"4054","2021_00-0036617","Cluster 6"
"4055","2021_00-0036665","Cluster 3"
"4056","2021_00-0027885","Cluster 10"
"4057","2021_00-0031619","Cluster 12"
"4058","2021_00-0034677","Cluster 12"
"4059","2021_00-0035674","Cluster 12"
"4060","2021_00-0035903","Cluster 8"
"4061","2021_00-0035927","Cluster 10"
"4062","2021_00-0033156","Cluster 11"
"4063","2021_00-0032955","Cluster 7"
"4064","2021_00-0034350","Cluster 11"
"4065","2021_00-0034375","Cluster 4"
"4066","2021_00-0035262","Cluster 1"
"4067","2021_00-0036441","Cluster 1"
"4068","2021_00-0036867","Cluster 7"
"4069","2021_00-0036648","Cluster 5"
"4070","2021_00-0036716","Cluster 3"
"4071","2021_00-0029261","Cluster 6"
"4072","2021_00-0030562","Cluster 2"
"4073","2021_00-0034545","Cluster 6"
"4074","2021_00-0034726","Cluster 5"
"4075","2021_00-0035693","Cluster 4"
"4076","2021_00-0035695","Cluster 2"
"4077","2021_00-0035133","Cluster 5"
"4078","2021_00-0035437","Cluster 2"
"4079","2021_00-0036375","Cluster 5"
"4080","2021_00-0036962","Cluster 9"
"4081","2021_00-0036853","Cluster 5"
"4082","2021_00-0036871","Cluster 2"
"4083","2021_00-0027856","Cluster 8"
"4084","2021_00-0030063","Cluster 10"
"4085","2021_00-0032116","Cluster 8"
"4086","2021_00-0033129","Cluster 7"
"4087","2021_00-0033123","Cluster 11"
"4088","2021_00-0032416","Cluster 12"
"4089","2021_00-0033870","Cluster 12"
"4090","2021_00-0034125","Cluster 8"
"4091","2021_00-0035692","Cluster 7"
"4092","2021_00-0034973","Cluster 11"
"4093","2021_00-0035219","Cluster 10"
"4094","2021_00-0036989","Cluster 7"
"4095","2021_00-0028037","Cluster 1"
"4096","2021_00-0032103","Cluster 4"
"4097","2021_00-0032773","Cluster 3"
"4098","2021_00-0032573","Cluster 3"
"4099","2021_00-0032677","Cluster 4"
"4100","2021_00-0033956","Cluster 3"
"4101","2021_00-0036990","Cluster 1"
"4102","2021_00-0027136","Cluster 2"
"4103","2021_00-0032239","Cluster 6"
"4104","2021_00-0031555","Cluster 2"
"4105","2021_00-0031796","Cluster 2"
"4106","2021_00-0033050","Cluster 6"
"4107","2021_00-0032807","Cluster 5"
"4108","2021_00-0033734","Cluster 5"
"4109","2021_00-0034977","Cluster 5"
"4110","2021_00-0035346","Cluster 2"
"4111","2021_00-0036287","Cluster 3"
"4112","2021_00-0036221","Cluster 2"
"4113","2021_00-0036998","Cluster 9"
"4114","2021_00-0036546","Cluster 3"
"4115","2021_00-0030070","Cluster 10"
"4116","2021_00-0033073","Cluster 11"
"4117","2021_00-0033381","Cluster 10"
"4118","2021_00-0034285","Cluster 12"
"4119","2021_00-0035231","Cluster 12"
"4120","2021_00-0036213","Cluster 10"
"4121","2021_00-0036730","Cluster 7"
"4122","2021_00-0032442","Cluster 1"
"4123","2021_00-0032734","Cluster 7"
"4124","2021_00-0034902","Cluster 5"
"4125","2021_00-0033549","Cluster 1"
"4126","2021_00-0033939","Cluster 7"
"4127","2021_00-0033716","Cluster 3"
"4128","2021_00-0034797","Cluster 4"
"4129","2021_00-0035272","Cluster 11"
"4130","2021_00-0036934","Cluster 7"
"4131","2021_00-0027943","Cluster 6"
"4132","2021_00-0029606","Cluster 9"
"4133","2021_00-0031597","Cluster 3"
"4134","2021_00-0032389","Cluster 2"
"4135","2021_00-0033579","Cluster 9"
"4136","2021_00-0034274","Cluster 5"
"4137","2021_00-0035150","Cluster 5"
"4138","2021_00-0036330","Cluster 6"
"4139","2021_00-0036344","Cluster 3"
"4140","2021_00-0036348","Cluster 5"
"4141","2021_00-0036629","Cluster 5"
"4142","2021_00-0027701","Cluster 11"
"4143","2021_00-0030573","Cluster 12"
"4144","2021_00-0031565","Cluster 11"
"4145","2021_00-0032480","Cluster 7"
"4146","2021_00-0032574","Cluster 10"
"4147","2021_00-0033546","Cluster 12"
"4148","2021_00-0033324","Cluster 7"
"4149","2021_00-0034992","Cluster 12"
"4150","2021_00-0036335","Cluster 11"
"4151","2021_00-0036337","Cluster 10"
"4152","2021_00-0036350","Cluster 7"
"4153","2021_00-0037007","Cluster 7"
"4154","2021_00-0031256","Cluster 4"
"4155","2021_00-0031554","Cluster 4"
"4156","2021_00-0032892","Cluster 4"
"4157","2021_00-0036338","Cluster 1"
"4158","2021_00-0035984","Cluster 1"
"4159","2021_00-0027647","Cluster 9"
"4160","2021_00-0029530","Cluster 3"
"4161","2021_00-0031404","Cluster 4"
"4162","2021_00-0033053","Cluster 3"
"4163","2021_00-0032803","Cluster 6"
"4164","2021_00-0032580","Cluster 2"
"4165","2021_00-0034591","Cluster 6"
"4166","2021_00-0035241","Cluster 2"
"4167","2021_00-0034966","Cluster 3"
"4168","2021_00-0036231","Cluster 4"
"4169","2021_00-0036087","Cluster 2"
"4170","2021_00-0036559","Cluster 3"
"4171","2021_00-0028171","Cluster 12"
"4172","2021_00-0031938","Cluster 10"
"4173","2021_00-0032269","Cluster 8"
"4174","2021_00-0033947","Cluster 12"
"4175","2021_00-0033860","Cluster 10"
"4176","2021_00-0034251","Cluster 8"
"4177","2021_00-0035654","Cluster 7"
"4178","2021_00-0036981","Cluster 12"
"4179","2021_00-0029669","Cluster 4"
"4180","2021_00-0030421","Cluster 1"
"4181","2021_00-0031360","Cluster 4"
"4182","2021_00-0031856","Cluster 3"
"4183","2021_00-0032415","Cluster 11"
"4184","2021_00-0033392","Cluster 5"
"4185","2021_00-0034385","Cluster 4"
"4186","2021_00-0035240","Cluster 5"
"4187","2021_00-0036159","Cluster 7"
"4188","2021_00-0026990","Cluster 9"
"4189","2021_00-0030196","Cluster 5"
"4190","2021_00-0031372","Cluster 2"
"4191","2021_00-0032059","Cluster 2"
"4192","2021_00-0032875","Cluster 3"
"4193","2021_00-0033874","Cluster 6"
"4194","2021_00-0033894","Cluster 9"
"4195","2021_00-0034116","Cluster 5"
"4196","2021_00-0035253","Cluster 2"
"4197","2021_00-0036937","Cluster 6"
"4198","2021_00-0027962","Cluster 11"
"4199","2021_00-0031615","Cluster 8"
"4200","2021_00-0033051","Cluster 12"
"4201","2021_00-0033902","Cluster 7"
"4202","2021_00-0034344","Cluster 11"
"4203","2021_00-0034264","Cluster 7"
"4204","2021_00-0035402","Cluster 7"
"4205","2021_00-0035409","Cluster 10"
"4206","2021_00-0035455","Cluster 8"
"4207","2021_00-0035763","Cluster 10"
"4208","2021_00-0036926","Cluster 7"
"4209","2021_00-0029607","Cluster 4"
"4210","2021_00-0032109","Cluster 2"
"4211","2021_00-0034659","Cluster 7"
"4212","2021_00-0035316","Cluster 7"
"4213","2021_00-0035412","Cluster 5"
"4214","2021_00-0036418","Cluster 1"
"4215","2021_00-0036927","Cluster 1"
"4216","2021_00-0030411","Cluster 9"
"4217","2021_00-0032890","Cluster 6"
"4218","2021_00-0033878","Cluster 6"
"4219","2021_00-0033883","Cluster 2"
"4220","2021_00-0034435","Cluster 5"
"4221","2021_00-0034736","Cluster 3"
"4222","2021_00-0034974","Cluster 2"
"4223","2021_00-0036388","Cluster 9"
"4224","2021_00-0036394","Cluster 2"
"4225","2021_00-0035830","Cluster 5"
"4226","2021_00-0036570","Cluster 3"
"4227","2021_00-0031933","Cluster 12"
"4228","2021_00-0032143","Cluster 10"
"4229","2021_00-0032763","Cluster 10"
"4230","2021_00-0032578","Cluster 8"
"4231","2021_00-0035683","Cluster 12"
"4232","2021_00-0036611","Cluster 8"
"4233","2021_00-0031553","Cluster 1"
"4234","2021_00-0033052","Cluster 1"
"4235","2021_00-0033058","Cluster 1"
"4236","2021_00-0032408","Cluster 4"
"4237","2021_00-0034360","Cluster 11"
"4238","2021_00-0035708","Cluster 7"
"4239","2021_00-0036400","Cluster 5"
"4240","2021_00-0036402","Cluster 5"
"4241","2021_00-0036167","Cluster 4"
"4242","2021_00-0036552","Cluster 11"
"4243","2021_00-0036845","Cluster 7"
"4244","2021_00-0031389","Cluster 3"
"4245","2021_00-0032958","Cluster 1"
"4246","2021_00-0033892","Cluster 9"
"4247","2021_00-0033649","Cluster 5"
"4248","2021_00-0033770","Cluster 3"
"4249","2021_00-0036329","Cluster 9"
"4250","2021_00-0036241","Cluster 6"
"4251","2021_00-0036002","Cluster 4"
"4252","2021_00-0036149","Cluster 2"
"4253","2021_00-0036501","Cluster 2"
"4254","2021_00-0036502","Cluster 2"
"4255","2021_00-0036504","Cluster 6"
"4256","2021_00-0036573","Cluster 3"
"4257","2021_00-0036506","Cluster 2"
"4258","2021_00-0032759","Cluster 12"
"4259","2021_00-0033096","Cluster 11"
"4260","2021_00-0032413","Cluster 7"
"4261","2021_00-0034760","Cluster 8"
"4262","2021_00-0034805","Cluster 11"
"4263","2021_00-0034275","Cluster 12"
"4264","2021_00-0035718","Cluster 12"
"4265","2021_00-0035135","Cluster 7"
"4266","2021_00-0035507","Cluster 7"
"4267","2021_00-0035600","Cluster 8"
"4268","2021_00-0036296","Cluster 7"
"4269","2021_00-0036151","Cluster 11"
"4270","2021_00-0036505","Cluster 8"
"4271","2021_00-0031296","Cluster 4"
"4272","2021_00-0033539","Cluster 1"
"4273","2021_00-0035680","Cluster 4"
"4274","2021_00-0035276","Cluster 1"
"4275","2021_00-0035202","Cluster 5"
"4276","2021_00-0035549","Cluster 5"
"4277","2021_00-0036500","Cluster 1"
"4278","2021_00-0036503","Cluster 1"
"4279","2021_00-0028899","Cluster 9"
"4280","2021_00-0030062","Cluster 6"
"4281","2021_00-0032150","Cluster 6"
"4282","2021_00-0031799","Cluster 9"
"4283","2021_00-0034377","Cluster 2"
"4284","2021_00-0034623","Cluster 3"
"4285","2021_00-0034993","Cluster 2"
"4286","2021_00-0036395","Cluster 2"
"4287","2021_00-0036303","Cluster 3"
"4288","2021_00-0035808","Cluster 3"
"4289","2021_00-0036917","Cluster 3"
"4290","2021_00-0036897","Cluster 3"
"4291","2021_00-0036662","Cluster 3"
"4292","2021_00-0036724","Cluster 3"
"4293","2021_00-0027865","Cluster 7"
"4294","2021_00-0027954","Cluster 7"
"4295","2021_00-0029653","Cluster 12"
"4296","2021_00-0033109","Cluster 12"
"4297","2021_00-0032402","Cluster 8"
"4298","2021_00-0033876","Cluster 11"
"4299","2021_00-0034381","Cluster 11"
"4300","2021_00-0036916","Cluster 8"
"4301","2021_00-0036920","Cluster 8"
"4302","2021_00-0036921","Cluster 7"
"4303","2021_00-0031898","Cluster 4"
"4304","2021_00-0034682","Cluster 1"
"4305","2021_00-0035386","Cluster 1"
"4306","2021_00-0036393","Cluster 1"
"4307","2021_00-0036401","Cluster 3"
"4308","2021_00-0036922","Cluster 5"
"4309","2021_00-0027860","Cluster 6"
"4310","2021_00-0032399","Cluster 5"
"4311","2021_00-0033783","Cluster 2"
"4312","2021_00-0033930","Cluster 6"
"4313","2021_00-0033503","Cluster 5"
"4314","2021_00-0034789","Cluster 9"
"4315","2021_00-0034858","Cluster 9"
"4316","2021_00-0035650","Cluster 3"
"4317","2021_00-0035795","Cluster 2"
"4318","2021_00-0036846","Cluster 2"
"4319","2021_00-0027862","Cluster 8"
"4320","2021_00-0027969","Cluster 12"
"4321","2021_00-0030442","Cluster 7"
"4322","2021_00-0033541","Cluster 7"
"4323","2021_00-0033913","Cluster 12"
"4324","2021_00-0033929","Cluster 10"
"4325","2021_00-0034318","Cluster 8"
"4326","2021_00-0036430","Cluster 8"
"4327","2021_00-0036352","Cluster 8"
"4328","2021_00-0036843","Cluster 8"
"4329","2021_00-0033125","Cluster 4"
"4330","2021_00-0033886","Cluster 11"
"4331","2021_00-0034335","Cluster 5"
"4332","2021_00-0034720","Cluster 1"
"4333","2021_00-0035525","Cluster 4"
"4334","2021_00-0035223","Cluster 5"
"4335","2021_00-0036333","Cluster 11"
"4336","2021_00-0036440","Cluster 7"
"4337","2021_00-0036870","Cluster 3"
"4338","2021_00-0031608","Cluster 9"
"4339","2021_00-0033872","Cluster 9"
"4340","2021_00-0033543","Cluster 6"
"4341","2021_00-0033903","Cluster 5"
"4342","2021_00-0034384","Cluster 6"
"4343","2021_00-0034527","Cluster 2"
"4344","2021_00-0035139","Cluster 5"
"4345","2021_00-0035142","Cluster 2"
"4346","2021_00-0035294","Cluster 2"
"4347","2021_00-0036304","Cluster 3"
"4348","2021_00-0036127","Cluster 3"
"4349","2021_00-0036885","Cluster 2"
"4350","2021_00-0027723","Cluster 10"
"4351","2021_00-0030946","Cluster 12"
"4352","2021_00-0032761","Cluster 8"
"4353","2021_00-0034831","Cluster 12"
"4354","2021_00-0034234","Cluster 12"
"4355","2021_00-0035636","Cluster 8"
"4356","2021_00-0035094","Cluster 10"
"4357","2021_00-0036413","Cluster 11"
"4358","2021_00-0036426","Cluster 7"
"4359","2021_00-0027662","Cluster 7"
"4360","2021_00-0029255","Cluster 4"
"4361","2021_00-0030380","Cluster 7"
"4362","2021_00-0035672","Cluster 1"
"4363","2021_00-0036409","Cluster 4"
"4364","2021_00-0029410","Cluster 5"
"4365","2021_00-0029285","Cluster 6"
"4366","2021_00-0031334","Cluster 6"
"4367","2021_00-0031298","Cluster 9"
"4368","2021_00-0031061","Cluster 2"
"4369","2021_00-0031253","Cluster 2"
"4370","2021_00-0032057","Cluster 9"
"4371","2021_00-0032525","Cluster 2"
"4372","2021_00-0034096","Cluster 6"
"4373","2021_00-0037008","Cluster 6"
"4374","2021_00-0036563","Cluster 2"
"4375","2021_00-0036564","Cluster 2"
"4376","2021_00-0031297","Cluster 7"
"4377","2021_00-0032164","Cluster 12"
"4378","2021_00-0033912","Cluster 7"
"4379","2021_00-0033945","Cluster 11"
"4380","2021_00-0033297","Cluster 12"
"4381","2021_00-0034825","Cluster 7"
"4382","2021_00-0034320","Cluster 8"
"4383","2021_00-0034746","Cluster 8"
"4384","2021_00-0035717","Cluster 11"
"4385","2021_00-0035279","Cluster 7"
"4386","2021_00-0035026","Cluster 8"
"4387","2021_00-0036260","Cluster 12"
"4388","2021_00-0034815","Cluster 4"
"4389","2021_00-0034730","Cluster 1"
"4390","2021_00-0034982","Cluster 1"
"4391","2021_00-0035020","Cluster 1"
"4392","2021_00-0035166","Cluster 4"
"4393","2021_00-0028092","Cluster 2"
"4394","2021_00-0031016","Cluster 2"
"4395","2021_00-0031331","Cluster 2"
"4396","2021_00-0032410","Cluster 3"
"4397","2021_00-0032637","Cluster 5"
"4398","2021_00-0034778","Cluster 6"
"4399","2021_00-0034374","Cluster 9"
"4400","2021_00-0034515","Cluster 2"
"4401","2021_00-0035239","Cluster 6"
"4402","2021_00-0035699","Cluster 6"
"4403","2021_00-0035681","Cluster 2"
"4404","2021_00-0036411","Cluster 9"
"4405","2021_00-0026564","Cluster 8"
"4406","2021_00-0027855","Cluster 12"
"4407","2021_00-0027867","Cluster 11"
"4408","2021_00-0030386","Cluster 12"
"4409","2021_00-0031957","Cluster 10"
"4410","2021_00-0033595","Cluster 8"
"4411","2021_00-0034773","Cluster 10"
"4412","2021_00-0029562","Cluster 4"
"4413","2021_00-0030382","Cluster 1"
"4414","2021_00-0031101","Cluster 11"
"4415","2021_00-0035707","Cluster 4"
"4416","2021_00-0035254","Cluster 7"
"4417","2021_00-0036045","Cluster 7"
"4418","2021_00-0036967","Cluster 11"
"4419","2021_00-0036643","Cluster 3"
"4420","2021_00-0036672","Cluster 5"
"4421","2021_00-0028075","Cluster 2"
"4422","2021_00-0029681","Cluster 6"
"4423","2021_00-0033132","Cluster 9"
"4424","2021_00-0032496","Cluster 3"
"4425","2021_00-0033430","Cluster 2"
"4426","2021_00-0034389","Cluster 2"
"4427","2021_00-0034641","Cluster 3"
"4428","2021_00-0035632","Cluster 9"
"4429","2021_00-0036416","Cluster 6"
"4430","2021_00-0036240","Cluster 2"
"4431","2021_00-0036405","Cluster 3"
"4432","2021_00-0036615","Cluster 3"
"4433","2021_00-0036992","Cluster 2"
"4434","2021_00-0031254","Cluster 11"
"4435","2021_00-0032463","Cluster 8"
"4436","2021_00-0034371","Cluster 7"
"4437","2021_00-0035643","Cluster 12"
"4438","2021_00-0035334","Cluster 8"
"4439","2021_00-0035513","Cluster 8"
"4440","2021_00-0036237","Cluster 8"
"4441","2021_00-0036181","Cluster 10"
"4442","2021_00-0036695","Cluster 10"
"4443","2021_00-0032146","Cluster 11"
"4444","2021_00-0032081","Cluster 5"
"4445","2021_00-0033547","Cluster 4"
"4446","2021_00-0033954","Cluster 4"
"4447","2021_00-0033659","Cluster 7"
"4448","2021_00-0033765","Cluster 5"
"4449","2021_00-0034743","Cluster 1"
"4450","2021_00-0034828","Cluster 11"
"4451","2021_00-0034204","Cluster 7"
"4452","2021_00-0035292","Cluster 4"
"4453","2021_00-0035521","Cluster 7"
"4454","2021_00-0037000","Cluster 1"
"4455","2021_00-0036938","Cluster 7"
"4456","2021_00-0032262","Cluster 4"
"4457","2021_00-0031587","Cluster 9"
"4458","2021_00-0031628","Cluster 6"
"4459","2021_00-0031844","Cluster 5"
"4460","2021_00-0033107","Cluster 6"
"4461","2021_00-0033084","Cluster 6"
"4462","2021_00-0033289","Cluster 3"
"4463","2021_00-0033405","Cluster 3"
"4464","2021_00-0034071","Cluster 2"
"4465","2021_00-0034465","Cluster 2"
"4466","2021_00-0036349","Cluster 9"
"4467","2021_00-0036625","Cluster 2"
"4468","2021_00-0036638","Cluster 3"
"4469","2021_00-0032781","Cluster 12"
"4470","2021_00-0033523","Cluster 12"
"4471","2021_00-0034333","Cluster 12"
"4472","2021_00-0034397","Cluster 10"
"4473","2021_00-0034602","Cluster 7"
"4474","2021_00-0035647","Cluster 11"
"4475","2021_00-0035423","Cluster 7"
"4476","2021_00-0036321","Cluster 11"
"4477","2021_00-0036351","Cluster 7"
"4478","2021_00-0036403","Cluster 7"
"4479","2021_00-0036664","Cluster 7"
"4480","2021_00-0036666","Cluster 7"
"4481","2021_00-0030064","Cluster 1"
"4482","2021_00-0031596","Cluster 1"
"4483","2021_00-0035286","Cluster 4"
"4484","2021_00-0035444","Cluster 5"
"4485","2021_00-0036343","Cluster 1"
"4486","2021_00-0036090","Cluster 1"
"4487","2021_00-0036614","Cluster 1"
